"rbr","name","date","stars","review","lang","thumb","reply"
10088,"A Google user",2017-03-28,5," It is the best","en",0,NA
10090,"vaishakh v",2017-03-28,3," Good for traveling","en",0,NA
10098,"Elean John",2017-04-05,5," Easy to use","en",0,NA
10099,"Haytham Mohamed",2017-03-29,4," Outstanding application","en",0,NA
10101,"Ezzalden Al-Essa",2017-04-01,5," On of the best","en",0,NA
10106,"CAI Jianping",2017-03-31,5," Very useful","en",0,NA
10107,"A Google user",2017-03-25,5," Good to use","en",0,NA
10111,"Hani Almusallam",2017-03-25,5," Highly recommend it","en",0,NA
10114,"manmohan singh",2017-03-30,4," Works great....","en",0,NA
10129,"Yisehak Tsegaye",2017-03-25,4," Helpfull","en",0,NA
10156,"GE Oakley",2017-03-22,3," The voice does not work well with Bluetooth. It sounds like Charlie Brown's teacher. Contacted support, we exchanged email, determining it was BT related, I got an, oh well. My BT works fine with the phone , other apps; including several map apps. With they would fix this. Otherwise it's a top of th...Full ReviewThe voice does not work well with Bluetooth. It sounds like Charlie Brown's teacher. Contacted support, we exchanged email, determining it was BT related, I got an, oh well. My BT works fine with the phone , other apps; including several map apps. With they would fix this. Otherwise it's a top of the list app.","en",2,NA
10157,"N fa",2017-03-10,4," Best for city navigation.  1.Request to please add more points of interest like google maps. 2.Please add motorbike as an option for navigation, as sometimes those routes are different. 3.Add search suggestions and search by alternate spelling of POI, otherwise finding a poi is impossible if spellin...Full ReviewBest for city navigation.  1.Request to please add more points of interest like google maps. 2.Please add motorbike as an option for navigation, as sometimes those routes are different. 3.Add search suggestions and search by alternate spelling of POI, otherwise finding a poi is impossible if spelling doesnt matched","en",32,NA
10158,"Bunny Brown",2017-03-10,4," Very impressed with this offering so far. The maps are bit sparse in respect of detail, but this is not necessarily a bad thing as it keeps the clutter and confusion down. The offline feature seems to work really well. I think there should be a easy way to turn off voice instructions except for aler...Full ReviewVery impressed with this offering so far. The maps are bit sparse in respect of detail, but this is not necessarily a bad thing as it keeps the clutter and confusion down. The offline feature seems to work really well. I think there should be a easy way to turn off voice instructions except for alerts. This is for when you are using the maps just for the traffic information on your planned route, and don't actually require directions. Finally white roads on a grey background is difficult to see.","en",12,NA
10159,"A Google user",2017-03-17,1," I absolutely loved this app, but it's now lagging behind so badly, it's really sad.  Database is still woefully inadequate. Still no multi-leg routes. Still very cumbersome to choose the start point directly on the map. Still unable to directly search for contacts from the app. Still no lat/long fun...Full ReviewI absolutely loved this app, but it's now lagging behind so badly, it's really sad.  Database is still woefully inadequate. Still no multi-leg routes. Still very cumbersome to choose the start point directly on the map. Still unable to directly search for contacts from the app. Still no lat/long functionality. Ancient satellite imagery. Needs a reporting feature like Waze. No way to contribute to the map directly from the app.  On the positive side:  Great public transport support Clean, easy to read UI. Speedo and speed warnings","en",3,NA
10160,"A Google user",2017-03-09,2," Offline Navigation at its best.!  The only thing what the app doesn't say is whether the destination is on the right or left.. Plz update this feature. Edit(March 9th) : the app stops closing.. dont why..","en",11,NA
10161,"Aiman Sahharon",2017-03-29,4," The offline mode does not work properly even though I've download the map.  I've been downloading this apps on multiple of phones and all of them does not work at all. I would give a full 5 star if they fix the offline issues.","en",0,NA
10162,"Colin Galea",2017-03-20,5," So far so good, but needs improvement in  getting to alternative roads and switching changing route from longest route to shortest route. A bit of a lag when entering in to another alternative road not in course of GPS,  Pin point accuracy on roads , keeps you informed way before a junction or cross...Full ReviewSo far so good, but needs improvement in  getting to alternative roads and switching changing route from longest route to shortest route. A bit of a lag when entering in to another alternative road not in course of GPS,  Pin point accuracy on roads , keeps you informed way before a junction or cross road will appear. Offline maps are great, will find any address in google maps, and offline downloaded maps . Will certainly recommend.","en",0,NA
10163,"A Google user",2017-03-12,3," Didn't have correct transit times. Still sort of useful to see my connections, but it's very easy to miss your bus with this thing. Dunno where you are pulling winnipeg bus times from, but they're not even close to accurate.","en",5,NA
10164,"otdrnetr",2017-03-22,1," Used to be great. Now though it can't locate me anymore. Shows me to be at some point in Rome while I'm in Genoa. GPS is working fine with Google Maps so not the cause. A pity as it was my favorite app.","en",2,NA
10165,"Willem-Jan de Kleijn",2017-03-16,5," Excellent app and maps for free, including offline. Some issues with downloading maps: slow and some break/freeze and then you need to start all over again","en",3,NA
10166,"Nikola Calosevic",2017-03-21,5," search is not working correctly. please fix this. I can find on map manually street and enter exactly the same name in search box and the app cant find it","en",4,NA
10167,"A Google user",2017-03-18,3," I think that Here is great for finding your way on foot, by public transport and by car. It takes the current situation into account and guides you via the most optimal route. This works fine but what I don't like is the extremely long time it takes to start up if you have a couple of offline maps o...Full ReviewI think that Here is great for finding your way on foot, by public transport and by car. It takes the current situation into account and guides you via the most optimal route. This works fine but what I don't like is the extremely long time it takes to start up if you have a couple of offline maps on an SD card. It literally takes several minutes before you can start your navigation and you get several ""not responding"" error messages from Android. Once it's started it works fine.","en",0,NA
10168,"Stephen Baker",2017-03-18,5," It's awesome. I use to find my way around when I go to the city, it has never failed me yet.   The only problem I find is that it frequently takes a long time to start the app, and that is not because I have a slow phone,  it just started doing that after a update of the app a few updates ago.","en",0,NA
10169,"Steve Ng",2017-03-17,3," The app is good to use, but it is hard to get back the account if you have forgotten your password. Even you have provide the email when sign up, you would never get the email for reset password","en",2,NA
10170,"Rick W.",2018-03-29,3," I tried this after using Google Navigation for a long time because I want an app that shows the speed limit. That's the only advantage that Here has over Google for someone like me living in metropolitan areas in the United States that have easy online access everywhere I go. Google is more feature ...Full ReviewI tried this after using Google Navigation for a long time because I want an app that shows the speed limit. That's the only advantage that Here has over Google for someone like me living in metropolitan areas in the United States that have easy online access everywhere I go. Google is more feature rich. Consider showing more street names in the drive mode in addition to (or instead of) landmarks.","en",1,NA
10171,"AJS from Gmail",2017-05-19,2," It allows you to set storage to external SD card, but that's only for the data. The app itself currently appears to have to reside on the internal card and it takes a whopping great 316MB. I'd love to keep it, but until they figure out how to make it movable to the external card, I'm afraid it's too...Full ReviewIt allows you to set storage to external SD card, but that's only for the data. The app itself currently appears to have to reside on the internal card and it takes a whopping great 316MB. I'd love to keep it, but until they figure out how to make it movable to the external card, I'm afraid it's too hungry on internal storage for me.","en",0,NA
10172,"A Google user",2017-03-27,4," Just installed to try, works well and plan trips quickly. Great things to have alternatives route proposed even offline! However, there is no way to modify manually the itinerary in adding waypoints for example. Also, the offline maps are really huge, other nav app offers offline up to 3 times light...Full ReviewJust installed to try, works well and plan trips quickly. Great things to have alternatives route proposed even offline! However, there is no way to modify manually the itinerary in adding waypoints for example. Also, the offline maps are really huge, other nav app offers offline up to 3 times lighter. I would appreciate having the option for simplified lighter ones...","en",0,NA
10173,"Riku Lepp‰nen",2017-03-10,4," The app is not good in estimating arrival time. It does not seem to know very well traffic jams ahead and their affect in the duration of the journey.","en",5,NA
10174,"Shubham Malhotra",2017-03-23,5," Worst update this application is no more working and no more maps are loading on my phone.... Previously it worked fine but after update everything ruined maps offline feature everything....","en",3,NA
10175,"Chris Ross",2017-03-17,4," We sure have come a long way from the humble street directory. I use this and other programs and occasionally get a paper map! It's free, works pretty well and covers a lot of places. Hopefully the developers act upon feedback to keep it this way.","en",2,NA
10176,"Gunnar Einarsson",2017-03-15,5," The best map I have tried yet and very accurate. I have sometimes used it to guide Uber drivers that get lost using Google maps.","en",3,NA
10177,"Benjamin Hackett",2017-03-20,5," Excellent app, I prefer it over Google navigator. It doesn't require WiFi or data to work, if you download the maps ahead of time. Great for any device, but especially tablets without data or dedicated GPS.","en",0,NA
10178,"A Google user",2017-03-20,1," This is garbage. This program was the best bar none when it was nokia owned. Everyrhing worked now it doesnt even navigate to the address you put in it.","en",3,NA
10179,"angelo lewis",2017-03-19,4," Problem  when searching  for address  your background is white in the letters of black  why not do the opposite you can see it better SO.the fact that you can used your map with no data ANYWHERE IN THE WORLD now this is a map. . Thank you. ..Please . Make a map for the Samsung gear s.. the app they ...Full ReviewProblem  when searching  for address  your background is white in the letters of black  why not do the opposite you can see it better SO.the fact that you can used your map with no data ANYWHERE IN THE WORLD now this is a map. . Thank you. ..Please . Make a map for the Samsung gear s.. the app they have is NO GOOD..thanks","en",0,NA
10180,"HeloÌsa Takahashi",2017-03-16,3," Why can't I update or delete my maps or add more maps? It keeps telling me that there's a problem but doesn't tell me what the problem is ","en",5,NA
10181,"Donna Dunn",2017-08-23,1," What happened? Used to be my go-to app for navigation but recently EVERY time I've opened the app it's crashed and I have had to resort to using another navigation app instead. I have uninstalled HERE now as it's unusable in its current state.","en",0,NA
10182,"Pratyay Kundu",2017-03-14,5," I am from India. Was using Navimaps for over two years. But with latest updates couldnt store the offline maps on external sd card drive. So, to free up my phone's rom i switched over to here maps. Now I can store maps on sd card. They are huge ... 2.5 Gb for whole India. Whereas it was only 1.2 Gb ...Full ReviewI am from India. Was using Navimaps for over two years. But with latest updates couldnt store the offline maps on external sd card drive. So, to free up my phone's rom i switched over to here maps. Now I can store maps on sd card. They are huge ... 2.5 Gb for whole India. Whereas it was only 1.2 Gb in Navimaps. I guess Here map contains more details. Routes are pretty accurate with lots of markers. Still, would love to get periodic updates for the maps, so they continue growing in coverage, accuracy and details. Another feature I liked was to get sattelite view of the map from inside the app itself (requires data connection though).  Finally, I will like to say Thank you here maps for making life easier for those of us who travel a lot and to distant places. Please give regular map updates so as to include more details.","en",2,NA
10183,"brachinjsh",2017-03-17,5," Have always used Nokia maps and will use in the future. Best maps. Always finds the route in complicated situations. Thanx. ;)","en",3,NA
